pitch,roll,yaw,elbow
0.7323165000000001,0.0,-8.673617379884035e-18,-3.82798123407464e-18
0.7212870526899544,0.0,0.04975062177211516,1.3771060785894007e-17
0.6902654574122995,0.0,0.09017875184396609,2.878962048609619e-17
0.6450646779894688,0.0,0.11370878827074912,3.8413453678863684e-17
0.5941546365250491,0.0,0.11593156868459714,4.0839203906155426e-17
0.547075081912755,0.0,0.09643057865370012,3.561232335418879e-17
0.5126479894664959,0.0,0.05886000000000001,2.3712248034581462e-17
0.4973244601406398,0.0,0.010259974036255256,10.629824002483476
0.5039758846810829,0.0,-0.040262611272297716,-1.0355325437269506e-17
0.5313558897187197,0.0,-0.08324061028128038,-2.6139090891774687e-17
0.5743338887277024,0.0,-0.11062061531891715,-3.702479780527884e-17
0.6248564740362545,0.0,-0.11727203985936033,-4.097263423698867e-17
0.6734565000000001,0.0,-0.10194851053350412,-3.7242837123495706e-17
0.7110270786537002,0.0,-0.06752141808724521,-2.6534312355734933e-17
0.7305280686845972,0.0,-0.020441863474951062,-1.0853670699834999e-17
0.7323165000000001,0.0,-1.214306433183765e-17,0.049750621772115144
0.7212870526899544,0.0,0.04508937592198303,0.045089375921983046
0.6902654574122995,0.0,0.0817297050214321,0.03197908324931702
0.6450646779894688,0.0,0.1030551602642816,0.012876408420315566
0.594154636525049,0.0,0.10506968346222458,-0.00863910480852445
0.547075081912755,0.0,0.0873957843422985,-0.028535784342298517
0.5126479894664959,0.0,0.05334527634497717,-0.04308530230872287
0.49732446014063975,0.0,0.3710309794820754,9.941987460522167
0.5039758846810829,0.0,-0.036490318122513056,-0.046750292158767345
0.5313558897187197,0.0,-0.07544161329560749,-0.0351790020233097
0.5743338887277024,0.0,-0.10025632507032037,-0.01701571478903996
0.6248564740362544,0.0,-0.10628456292621069,0.0043360523927064715
0.6734565000000001,0.0,-0.09239672897330276,0.024875310886057572
0.7110270786537002,0.0,-0.06119518700422765,0.040753323529276506
0.7305280686845972,0.0,-0.018526620048888207,0.04899479803835692
0.7323165000000001,0.0,-1.3877787807814457e-17,0.09017875184396615
0.7212870526899544,0.0,0.03197908324931695,0.08172970502143215
0.6902654574122995,0.0,0.05796578434229854,0.057965784342298654
0.6450646779894689,0.0,0.07309060021290761,0.023339978440792553
0.5941546365250491,0.0,0.07451937592198304,-0.015659375921982965
0.547075081912755,0.0,0.06198438115350167,-0.05172440711724738
0.5126479894664959,0.0,0.03783447870614967,-0.07809708997844744
0.49732446014063975,0.0,-0.25813106829456345,13.972939925411966
0.5039758846810828,0.0,-0.025880307659458614,-0.08474030765945864
0.5313558897187197,0.0,-0.053506032911553036,-0.06376600694780729
0.5743338887277023,0.0,-0.07110556090290097,-0.030842949630603217
0.6248564740362544,0.0,-0.07538101418426282,0.007859596097017557
0.6734565000000001,0.0,-0.06553123939693412,0.04508937592198303
